40.1021008970 -88.2267905970
0.0000000000 0.0000000000
0.1296933734 0.0926539196
0.2593867468 0.1853078391
0.3890801201 0.2779617587
0.5187734935 0.3706156782
0.6484668669 0.4632695978
0.7781602403 0.5559235174
0.9078536137 0.6485774369
1.0375469871 0.7412313565
1.1672403604 0.8338852760
1.2969337338 0.9265391956
1.4266271072 1.0191931152
1.5563204806 1.1118470347
1.6860138540 1.2045009543
1.8157072274 1.2971548738
1.9454006007 1.3898087934
2.0750939741 1.4824627130
2.2047873475 1.5751166325
2.3344807209 1.6677705521
2.4641740943 1.7604244716
2.5938674677 1.8530783912
2.7235608410 1.9457323108
2.8532542144 2.0383862303
2.9829475878 2.1310401499
3.1126409612 2.2236940694
3.2423343346 2.3163479890
3.3720277079 2.4090019086
3.5017210813 2.5016558281
3.6314144547 2.5943097477
3.7611078281 2.6869636672
3.8908012015 2.7796175868
4.0204945749 2.8722715064
4.1501879482 2.9649254259
4.2798813216 3.0575793455
4.4095746950 3.1502332650
4.5392680684 3.2428871846
4.6689614418 3.3355411041
4.7986548152 3.4281950237
4.9283481885 3.5208489433
5.0580415619 3.6135028628
5.1877349353 3.7061567824
5.3174283087 3.7988107019
5.4471216821 3.8914646215
5.5768150555 3.9841185411
5.7065084288 4.0767724606
5.8362018022 4.1694263802
5.9658951756 4.2620802997
6.0955885490 4.3547342193
6.2252819224 4.4473881389
6.3549752958 4.5400420584
6.4846686691 4.6326959780
6.6143620425 4.7253498975
6.7440554159 4.8180038171
6.8737487893 4.9106577367
7.0034421627 5.0033116562
7.1331355360 5.0959655758
7.2628289094 5.1886194953
7.4218498830 5.1794687421
7.5808708566 5.1703179889
7.7398918302 5.1611672356
7.8989128038 5.1520164824
8.0579337774 5.1428657291
8.2169547510 5.1337149759
8.3759757247 5.1245642226
8.5349966983 5.1154134694
8.6940176719 5.1062627162
8.8530386455 5.0971119629
9.0120596191 5.0879612097
9.1710805927 5.0788104564
9.3301015663 5.0696597032
9.4891225399 5.0605089499
9.6481435135 5.0513581967
9.8071644871 5.0422074435
9.9661854607 5.0330566902
10.1252064343 5.0239059370
10.2842274079 5.0147551837
10.4432483815 5.0056044305
10.6022693551 4.9964536772
10.7612903287 4.9873029240
10.9203113023 4.9781521708
11.0793322759 4.9690014175
11.2383532495 4.9598506643
11.3973742231 4.9506999110
11.5563951967 4.9415491578
11.7154161703 4.9323984045
11.8744371439 4.9232476513
12.0334581175 4.9140968981
12.1924790911 4.9049461448
