System datalog

1526941611154, 14154, RC, 0, 40.1021485901, -88.2267887168, 0, -0.1047178564, -0.8591718675, 0.8655299691, -1.3774680010, -0.8564900421, 0.0000000000, 0.0265290043, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 1500, 1500, 40.1021408875, -88.2267741623, 40.1021720000, -88.2268271667, -0.0000000000, 0.1961330026, -10.0027828217, 0.0254818077, -0.0010471975, -0.0137881015, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 222636, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 90.0000000000, 90.0000000000, 90.0000000000, 95.4293060303, 95.1746597290, 94.0287399292, 25.5400009155, 15.5000000000
1526941611354, 14354, RC, 0, 40.1021485901, -88.2267887168, 0, -0.0000000000, -0.0000000001, 0.0000000001, -1.3755860581, -0.8543588055, 0.0001000000, 0.0244346091, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 1500, 1500, 40.1021409067, -88.2267741895, 40.1021743333, -88.2268323333, 0.0000000000, 0.1961330026, -10.2969818115, 0.0254818077, -0.0041887901, -0.0127409039, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 222637, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 90.0000000000, 90.0000000000, 90.0000000000, 95.4293060303, 95.1746597290, 94.0287399292, 25.5400009155, 15.5000000000
1526941611554, 14554, RC, 0, 40.1021485901, -88.2267887168, 0, -0.0000000000, -0.0000000001, 0.0000000001, -1.3755151808, -0.8518939847, 0.0001000000, 0.0244346091, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 1500, 1500, 40.1021409288, -88.2267741903, 40.1021743333, -88.2268323333, 0.0000000000, 0.0980665013, -10.1989154816, 0.0233874126, -0.0031415928, -0.0116937063, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 222637, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 90.0000000000, 90.0000000000, 90.0000000000, 95.4293060303, 95.1746597290, 94.0287399292, 26.0779991150, 15.5000000000
1526941611755, 14755, RC, 0, 40.1021485901, -88.2267887168, 0, -0.0000000000, -0.0000000001, 0.0000000001, -1.3751040937, -0.8523202325, 0.0001000000, 0.0244346091, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 1500, 1500, 40.1021409250, -88.2267741952, 40.1021743333, -88.2268323333, -0.0000000000, 0.1961330026, -10.1989154816, 0.0233874126, -0.0041887901, -0.0116937063, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 222637, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 90.0000000000, 90.0000000000, 90.0000000000, 95.4293060303, 95.1746597290, 94.0287399292, 24.4640007019, 15.5000000000
1526941611955, 14955, RC, 0, 40.1021485901, -88.2267887168, 0, -0.0000000000, -0.0000000001, 0.0000000001, -1.3759120943, -0.8540252214, 0.0001000000, 0.0244346091, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 1500, 1500, 40.1021409097, -88.2267741857, 40.1021743333, -88.2268323333, -0.0000000000, 0.0980665013, -10.1008491516, 0.0244346091, -0.0052359880, -0.0127409039, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 222637, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 90.0000000000, 90.0000000000, 90.0000000000, 95.4293060303, 95.1746597290, 94.0287399292, 25.5400009155, 15.5000000000
1526941612155, 15155, RC, 0, 40.1021485901, -88.2267887168, 0, -0.0000000000, -0.0000000001, 0.0000000001, -1.3761389015, -0.8544144033, 0.0001000000, 0.0233874126, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 1500, 1500, 40.1021409062, -88.2267741830, 40.1021743333, -88.2268323333, 0.0980665013, 0.1961330026, -10.1989154816, 0.0244346091, -0.0041887901, -0.0127409039, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 222638, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 90.0000000000, 90.0000000000, 90.0000000000, 95.4293060303, 95.1746597290, 94.0287399292, 25.5400009155, 15.5000000000
1526941612356, 15356, RC, 0, 40.1021485901, -88.2267887168, 0, -0.0000000000, -0.0000000001, 0.0000000001, -1.3756285851, -0.8537287009, 0.0001000000, 0.0233874126, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 1500, 1500, 40.1021409123, -88.2267741890, 40.1021726667, -88.2268306667, -0.0000000000, 0.1961330026, -10.1008491516, 0.0254818077, -0.0052359880, -0.0127409039, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 222638, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 90.0000000000, 90.0000000000, 90.0000000000, 95.4293060303, 95.1746597290, 94.0287399292, 25.5400009155, 15.5000000000
1526941612556, 15556, RC, 0, 40.1021485901, -88.2267887168, 0, -0.0000000000, -0.0000000001, 0.0000000001, -1.3773863412, -0.8524314279, 0.0001000000, 0.0244346091, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 1500, 1500, 40.1021409240, -88.2267741683, 40.1021726667, -88.2268306667, 0.0000000000, 0.0980665013, -10.1989154816, 0.0254818077, -0.0031415928, -0.0116937063, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 222638, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 90.0000000000, 90.0000000000, 90.0000000000, 95.4293060303, 95.1746597290, 94.0287399292, 26.0779991150, 15.5000000000
1526941612757, 15757, RC, 0, 40.1021485901, -88.2267887168, 0, -0.0000000000, -0.0000000001, 0.0000000001, -1.3768901998, -0.8521905045, 0.0001000000, 0.0244346091, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 1500, 1500, 40.1021409262, -88.2267741742, 40.1021726667, -88.2268306667, -0.0980665013, 0.1961330026, -10.2969818115, 0.0244346091, -0.0041887901, -0.0127409039, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 222638, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 90.0000000000, 90.0000000000, 90.0000000000, 95.4293060303, 95.1746597290, 94.0287399292, 25.5400009155, 15.5000000000
1526941612957, 15957, RC, 0, 40.1021485901, -88.2267887168, 0, -0.0000000000, -0.0000000001, 0.0000000001, -1.3791157454, -0.8543032092, 0.0001000000, 0.0233874126, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 1500, 1500, 40.1021409072, -88.2267741480, 40.1021726667, -88.2268306667, -0.0000000000, 0.0980665013, -10.1989154816, 0.0254818077, -0.0041887901, -0.0127409039, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 222638, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 90.0000000000, 90.0000000000, 90.0000000000, 95.4293060303, 95.1746597290, 94.0287399292, 26.0779991150, 15.5000000000
